id,old_tags,new_tags,changed
2,"[""bullish"", ""investment"", ""ownership change"", ""insider trading""]","[""investment""]",True
58,"[""IDX"", ""Bullish"", ""insider-trading"", ""Ownership Changes"", ""Executive Shareholding Changes"", ""Increase Stake""]",[],True
59,"[""IDX"", ""Bullish"", ""insider-trading"", ""Ownership Changes"", ""Executive Shareholding Changes"", ""Portfolio Adjustment""]",[],True
60,"[""IDX"", ""Bearish"", ""insider-trading"", ""Ownership Changes"", ""Executive Shareholding Changes"", ""Portfolio Adjustment""]",[],True
61,"[""IDX"", ""Bullish"", ""insider-trading"", ""Ownership Changes"", ""Executive Shareholding Changes"", ""Investment""]","[""investment""]",True
64,"[""IDX"", ""Bullish"", ""insider-trading"", ""Takeover"", ""Ownership Changes"", ""Majority Shareholding Change""]",[],True
65,"[""IDX"", ""Bearish"", ""insider-trading"", ""Free Float"", ""Ownership Changes""]","[""free-float-requirement""]",True
66,"[""IDX"", ""Bullish"", ""insider-trading"", ""Investment"", ""Ownership Changes""]","[""investment""]",True
67,"[""IDX"", ""Bearish"", ""insider-trading"", ""Divestment"", ""Ownership Changes""]","[""divestment""]",True
68,"[""IDX"", ""Bullish"", ""insider-trading"", ""Support"", ""Ownership Changes""]",[],True
69,"[""IDX"", ""Bullish"", ""insider-trading"", ""Ownership Changes""]",[],True
76,"[""IDX"", ""Bullish"", ""insider-trading"", ""Ownership Changes""]",[],True
77,"[""IDX"", ""Bearish"", ""insider-trading"", ""Investment"", ""Ownership Changes""]","[""investment""]",True
78,"[""IDX"", ""Bullish"", ""insider-trading"", ""Investment"", ""Ownership Changes""]","[""investment""]",True
79,"[""IDX"", ""Bullish"", ""insider-trading"", ""Investment"", ""Ownership Changes""]","[""investment""]",True
80,"[""IDX"", ""Bullish"", ""insider-trading"", ""Investment"", ""Ownership Changes""]","[""investment""]",True
81,"[""IDX"", ""Bearish"", ""insider-trading"", ""Divestment"", ""Ownership Changes""]","[""divestment""]",True
82,"[""IDX"", ""Bullish"", ""insider-trading"", ""Investment"", ""Ownership Changes""]","[""investment""]",True
84,"[""IDX"", ""Bullish"", ""insider-trading"", ""Investment"", ""Ownership Changes""]","[""investment""]",True
85,"[""IDX"", ""Bearish"", ""insider-trading"", ""Divestment"", ""Ownership Changes""]","[""divestment""]",True
86,"[""IDX"", ""Bullish"", ""insider-trading"", ""Investment"", ""Ownership Changes""]","[""investment""]",True
87,"[""IDX"", ""Bullish"", ""insider-trading"", ""Restructure"", ""Ownership Changes""]",[],True
88,"[""IDX"", ""Bullish"", ""insider-trading"", ""Restructure"", ""Ownership Changes""]",[],True
90,"[""IDX"", ""Bearish"", ""insider-trading"", ""Divestment"", ""Ownership Changes""]","[""divestment""]",True
91,"[""IDX"", ""Bearish"", ""insider-trading"", ""Divestment"", ""Ownership Changes""]","[""divestment""]",True
